YearEnd,Year,Rk,Unique Team,Team,ABR,CONF,G,W,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
13,2012-13,25,IndianaPacers13,Indiana Pacers,IND,E,81,49,241.9,35.1,80.6,0.436,6.9,19.7,0.347,28.3,60.8,0.465,17.6,23.6,0.746,12.9,33,45.9,20.3,7.2,6.3,15.1,20,94.7
13,2012-13,9,LosAngelesClippers13,Los Angeles Clippers,LAC,W,82,56,240.6,38.5,80.6,0.478,7.6,21.4,0.358,30.9,59.2,0.522,16.4,23,0.711,11.4,30.2,41.6,23.9,9.6,5.6,14.6,20.9,101.1
13,2012-13,6,LosAngelesLakers13,Los Angeles Lakers,LAL,W,82,45,240.9,37.1,81,0.458,8.7,24.6,0.355,28.4,56.4,0.503,19.3,27.9,0.692,11.5,33.3,44.8,22.2,7,5.2,15,17.9,102.2
13,2012-13,27,MemphisGrizzlies13,Memphis Grizzlies,MEM,W,82,56,241.5,36.1,81.5,0.444,4.7,13.5,0.345,31.5,68,0.463,16.5,21.3,0.773,12.9,29.8,42.7,20.9,8.6,5.3,14,20.2,93.4
13,2012-13,5,MiamiHeat13,Miami Heat,MIA,E,82,66,242.4,38.4,77.4,0.496,8.7,22.1,0.396,29.6,55.4,0.536,17.4,23,0.754,8.2,30.4,38.6,23,8.7,5.4,13.9,18.7,102.9
13,2012-13,12,MilwaukeeBucks13,Milwaukee Bucks,MIL,E,82,38,241.8,38.1,87.8,0.435,7.3,20.4,0.36,30.8,67.4,0.457,15.3,20.7,0.736,13,30.9,44,22.9,8.4,6.7,14.1,19,98.9
13,2012-13,19,MinnesotaTimberwolves13,Minnesota Timberwolves,MIN,W,82,31,240.6,35.9,81.7,0.439,5.5,18,0.305,30.4,63.7,0.477,18.5,24.9,0.742,11.9,30.2,42,22.4,8.5,4.7,14.8,18.4,95.7
13,2012-13,24,NewOrleansHornets13,New Orleans Pelicans,NO,W,82,27,241.2,36,80.4,0.448,6.5,18,0.363,29.5,62.4,0.473,15.5,20,0.776,12,29.6,41.6,21,6.3,5.4,14.5,20.4,94.1
13,2012-13,11,NewYorkKnicks13,New York Knicks,NYK,E,82,54,240.6,36.5,81.6,0.448,10.9,28.9,0.376,25.7,52.7,0.487,16,21.1,0.759,10.9,29.7,40.6,19.3,8.2,3.6,12,20.1,100
13,2012-13,3,OklahomaCityThunder13,Oklahoma City Thunder,OKC,W,82,60,241.8,38.1,79.3,0.481,7.3,19.4,0.377,30.8,60,0.514,22.2,26.8,0.828,10.4,33.2,43.6,21.4,8.3,7.6,15.3,20.2,105.7
13,2012-13,23,OrlandoMagic13,Orlando Magic,ORL,E,82,20,241.2,37.7,84.2,0.448,6.2,18.7,0.329,31.5,65.5,0.482,12.5,16.6,0.755,10.9,31.9,42.7,22.8,6.4,4.4,14.5,19.4,94.1
13,2012-13,30,Philadelphia76ers13,Philadelphia 76ers,PHI,E,82,34,240.9,37.3,84.1,0.444,6.3,17.5,0.36,31,66.5,0.466,12.2,16.8,0.729,10.9,30.4,41.3,22.8,7.4,4.7,13,18.4,93.2
13,2012-13,21,PhoenixSuns13,Phoenix Suns,PHO,W,82,25,241.5,37.3,84.4,0.443,5.9,17.7,0.33,31.5,66.6,0.473,14.7,19.7,0.744,11.7,29.9,41.6,22.6,8,5.3,15.6,20.6,95.2
13,2012-13,15,PortlandTrailBlazers13,Portland Trail Blazers,POR,W,82,33,242.1,36.7,81.9,0.448,8.2,23.2,0.353,28.5,58.7,0.486,15.9,20.5,0.776,10.7,30.2,40.8,21.8,6.6,4.3,14.7,18.5,97.5
13,2012-13,10,SacramentoKings13,Sacramento Kings,SAC,W,82,28,241.8,37.6,84.2,0.447,7.4,20.5,0.363,30.2,63.7,0.474,17.5,22.8,0.769,11.5,29.1,40.6,20.8,8.2,4.2,14.6,20.9,100.2
13,2012-13,4,SanAntonioSpurs13,San Antonio Spurs,SA,W,82,58,242.4,39.1,81.4,0.481,8.1,21.5,0.376,31.1,59.9,0.519,16.6,21,0.791,8.1,33.2,41.3,25.1,8.5,5.4,14.7,17.4,103
13,2012-13,16,TorontoRaptors13,Toronto Raptors,TOR,E,82,34,243.7,36.3,81.5,0.446,7,20.3,0.343,29.4,61.2,0.48,17.6,22.3,0.788,10.6,29.6,40.2,21.5,7.3,4.8,13.7,22.4,97.2
13,2012-13,13,UtahJazz13,Utah Jazz,UTA,W,82,43,242.4,37.1,81.8,0.454,6.2,16.9,0.366,31,64.9,0.477,17.5,23,0.764,12.1,30,42,22.7,8.4,6.3,14.8,21.3,98
13,2012-13,28,WashingtonWizards13,Washington Wizards,WAS,E,82,29,242.1,35.5,81.6,0.435,6.6,18.2,0.365,28.8,63.4,0.455,15.6,21.3,0.733,10.8,32.3,43.2,21.6,7.3,4.6,15.1,20.5,93.2
11,2010-11,26,AtlantaHawks11,Atlanta Hawks,ATL,E,82,44,240.6,36.2,78.4,0.462,6.1,17.4,0.352,30.1,61,0.494,16.4,21.1,0.779,9.3,30,39.3,22,6.1,4.2,13.6,19,95
11,2010-11,23,BostonCeltics11,Boston Celtics,BOS,E,82,56,241.2,36.9,75.8,0.486,5,13.6,0.365,31.9,62.2,0.513,17.8,23.1,0.77,7.8,31,38.8,23.4,8.2,4.2,14.6,20.5,96.5
11,2010-11,29,CharlotteBobcats11,Charlotte Hornets,CHA,E,82,34,241.5,35,77.6,0.451,4.8,14.7,0.327,30.2,63,0.48,18.4,24.4,0.756,10.3,29.8,40.1,21.1,6.4,5.3,14.5,20,93.3
11,2010-11,20,ChicagoBulls11,Chicago Bulls,CHI,E,82,62,241.8,37.1,80.3,0.462,6.2,17.3,0.361,30.9,63.1,0.489,18.2,24.5,0.743,11.8,32.4,44.2,22.3,7.2,5.7,14.2,20,98.6
11,2010-11,25,ClevelandCavaliers11,Cleveland Cavaliers,CLE,E,82,19,240.9,35.2,81.1,0.434,6.2,18.2,0.342,29,62.9,0.461,18.9,25.3,0.745,10.4,29.9,40.3,21,6.6,4.2,14.2,20.1,95.5
11,2010-11,11,DallasMavericks11,Dallas Mavericks,DAL,W,82,57,240.3,37.4,78.8,0.475,7.9,21.6,0.365,29.6,57.3,0.516,17.5,22.6,0.777,9.5,31.9,41.4,23.8,6.8,4.3,14,19.2,100.2
11,2010-11,1,DenverNuggets11,Denver Nuggets,DEN,W,82,50,240.3,38.4,80.6,0.476,8.1,20.8,0.388,30.3,59.9,0.506,22.7,29.6,0.765,9.6,32.3,42,22.1,7.4,4.3,14.1,21,107.5
11,2010-11,22,DetroitPistons11,Detroit Pistons,DET,E,82,30,242.4,37.3,81.1,0.46,5.8,15.3,0.376,31.5,65.7,0.479,16.7,22.6,0.737,11.4,27.3,38.6,21.1,7.3,4,13,19.9,97
11,2010-11,7,GoldenStateWarriors11,Golden State Warriors,GSW,W,82,36,241.8,39.6,85.9,0.461,8.4,21.3,0.392,31.3,64.6,0.484,15.7,20.7,0.761,11.6,28.9,40.5,22.5,9,5,14.6,22,103.4
11,2010-11,3,HoustonRockets11,Houston Rockets,HOU,W,82,43,242.4,38.7,85.1,0.454,8.3,22.5,0.367,30.4,62.6,0.486,20.3,25.4,0.801,11.7,31.1,42.8,23.8,7.1,4.5,13.5,20,105.9
11,2010-11,13,IndianaPacers11,Indiana Pacers,IND,E,82,37,241.2,36.6,82.8,0.442,7.1,20.2,0.354,29.5,62.6,0.471,19.4,24.8,0.782,11.1,32.4,43.5,19.6,7.1,5.6,15.4,21.7,99.8
11,2010-11,19,LosAngelesClippers11,Los Angeles Clippers,LAC,W,82,32,242.1,36.8,80.4,0.457,6.3,18.5,0.338,30.5,61.9,0.493,18.9,26.7,0.707,11.6,30.5,42.1,22.1,7.1,4.9,16.4,21.1,98.6
11,2010-11,9,LosAngelesLakers11,Los Angeles Lakers,LAL,W,82,57,241.8,38.1,82.4,0.463,6.4,18.1,0.352,31.8,64.3,0.494,18.8,24.1,0.779,12.1,31.9,44,22,7.3,5.1,13.1,19,101.5
11,2010-11,12,MemphisGrizzlies11,Memphis Grizzlies,MEM,W,82,46,242.4,39,82.9,0.471,3.8,11.3,0.334,35.3,71.6,0.492,18.1,24.2,0.75,11.8,29.2,41,20.6,9.4,5.4,14,20.8,99.9
11,2010-11,8,MiamiHeat11,Miami Heat,MIA,E,82,58,241.2,37,76.8,0.481,6.7,18,0.37,30.3,58.8,0.515,21.5,27.9,0.769,9.6,32.5,42.1,20,6.6,5.2,13.9,20.4,102.1
11,2010-11,30,MilwaukeeBucks11,Milwaukee Bucks,MIL,E,82,35,241.8,34.3,79.8,0.43,5.9,17.2,0.342,28.4,62.6,0.454,17.4,22.9,0.757,10.5,30.2,40.8,18.8,7.5,4.9,13.5,20.5,91.9
11,2010-11,10,MinnesotaTimberwolves11,Minnesota Timberwolves,MIN,W,82,17,241.2,37.7,85.5,0.441,7.2,19.1,0.376,30.5,66.5,0.459,18.5,24.1,0.768,13.2,31.2,44.4,20.1,7.2,5.1,17,22.3,101.1
11,2010-11,28,NewJerseyNets11,Brooklyn Nets,BRK,E,82,24,244,35.6,81,0.44,5.6,16.3,0.343,30,64.6,0.464,17.4,22.9,0.759,11.1,29.8,40.8,21,5.6,4.7,14,22,94.2
11,2010-11,27,NewOrleansHornets11,New Orleans Pelicans,NO,W,82,46,241.8,35.9,78.2,0.459,5.4,15,0.36,30.5,63.2,0.482,17.7,23.1,0.765,10,30.1,40.1,20.6,7.6,4.4,13,21,94.9
11,2010-11,2,NewYorkKnicks11,New York Knicks,NYK,E,82,42,241.2,38.3,83.7,0.457,9.3,25.4,0.368,29,58.4,0.496,20.6,25.5,0.809,10.3,30.1,40.5,21.4,7.6,5.8,13.7,21.3,106.5
11,2010-11,5,OklahomaCityThunder11,Oklahoma City Thunder,OKC,W,82,55,244,37.4,80.6,0.464,5.9,17.1,0.347,31.5,63.5,0.495,24.1,29.3,0.823,11,31.8,42.8,20.4,8,5.9,14.1,22.4,104.8
11,2010-11,16,OrlandoMagic11,Orlando Magic,ORL,E,82,52,241.8,36,78.2,0.461,9.4,25.6,0.366,26.7,52.5,0.507,17.7,25.6,0.692,10.5,32.7,43.2,20,6.7,4.7,14.9,20,99.2
11,2010-11,18,Philadelphia76ers11,Philadelphia 76ers,PHI,E,82,41,243,38.1,82.6,0.461,5.4,15.2,0.355,32.7,67.4,0.485,17.4,22.6,0.77,10.4,31.4,41.8,22.7,7.6,4.3,13,19.4,99
11,2010-11,4,PhoenixSuns11,Phoenix Suns,PHO,W,82,40,244,39.3,83.5,0.47,8.5,22.6,0.377,30.7,60.8,0.505,18,23.6,0.759,10,30.2,40.2,23.7,6.6,4.4,14.3,20.3,105
11,2010-11,24,PortlandTrailBlazers11,Portland Trail Blazers,POR,W,82,48,241.5,36,80.5,0.447,6.3,18.3,0.345,29.7,62.1,0.477,18,22.4,0.804,12.1,27.2,39.3,21.2,8,4.4,13,19.3,96.3
11,2010-11,15,SacramentoKings11,Sacramento Kings,SAC,W,82,24,242.1,38.2,85.1,0.449,5.2,15.6,0.335,33,69.5,0.475,17.7,24.2,0.734,13.1,30.8,43.9,20.4,7.4,4.8,16.1,22,99.4
11,2010-11,6,SanAntonioSpurs11,San Antonio Spurs,SA,W,82,61,241.2,38.4,80.8,0.475,8.4,21.1,0.397,30,59.8,0.503,18.5,24.2,0.767,10.1,31.7,41.9,22.4,7.3,4.5,13.4,19,103.7
11,2010-11,17,TorontoRaptors11,Toronto Raptors,TOR,E,82,22,241.2,38.3,82.4,0.465,4.2,13.3,0.316,34.1,69.1,0.494,18.2,24.1,0.755,11.7,28.6,40.3,21.9,7.1,4.3,14.7,22,99.1
11,2010-11,14,UtahJazz11,Utah Jazz,UTA,W,82,39,242.4,37.4,80.4,0.465,5.3,15.3,0.346,32.1,65,0.493,19.4,25.1,0.771,11,28.5,39.5,23.4,7.7,5.9,14.3,22.7,99.4
11,2010-11,21,WashingtonWizards11,Washington Wizards,WAS,E,82,23,243,37.2,84,0.443,4.8,14.4,0.332,32.4,69.6,0.465,18.2,24.4,0.745,12.4,29,41.3,19.4,8.1,6.1,15.3,22.6,97.3
10,2009-10,13,AtlantaHawks10,Atlanta Hawks,ATL,E,82,53,242.1,38.8,82.9,0.468,6.4,17.7,0.36,32.4,65.2,0.497,17.7,23.3,0.759,11.8,29.9,41.7,21.8,7.2,5,12,19.9,101.7
10,2009-10,19,BostonCeltics10,Boston Celtics,BOS,E,82,50,241.2,37.1,76.8,0.483,6.1,17.5,0.348,31,59.3,0.523,19,25.5,0.746,8.7,29.9,38.6,23.5,8.5,4.9,14.9,22.1,99.2
10,2009-10,28,CharlotteBobcats10,Charlotte Hornets,CHA,E,82,44,242.4,34.9,76.9,0.453,5.6,16.2,0.346,29.2,60.7,0.482,20,26.6,0.751,10.5,30.4,40.8,20.2,7.7,5.4,15.7,19.5,95.3
10,2009-10,24,ChicagoBulls10,Chicago Bulls,CHI,E,82,41,242.7,37.6,83.2,0.451,4.3,13,0.33,33.3,70.2,0.474,18,23.9,0.754,11.4,33.1,44.5,20.8,6.5,5.8,14.3,20.1,97.5
10,2009-10,9,ClevelandCavaliers10,Cleveland Cavaliers,CLE,E,82,61,241.2,37.8,77.9,0.485,7.3,19.3,0.381,30.5,58.6,0.52,19.1,26.6,0.72,9.6,32.8,42.5,22.4,6.9,5.2,13.9,19.4,102.1
10,2009-10,11,DallasMavericks10,Dallas Mavericks,DAL,W,82,55,242.4,38.3,82.4,0.464,6.8,18.3,0.372,31.5,64.2,0.491,18.6,22.8,0.816,10.2,31.5,41.7,23.4,7.6,5.5,12.9,19.1,102
10,2009-10,3,DenverNuggets10,Denver Nuggets,DEN,W,82,53,241.2,38.1,81.4,0.468,6.6,18.5,0.359,31.5,62.9,0.5,23.6,30.6,0.772,10.8,30.5,41.4,21,8.3,5.1,13.9,22.5,106.5
10,2009-10,29,DetroitPistons10,Detroit Pistons,DET,E,82,27,241.2,35.9,80.5,0.445,4.6,14.5,0.314,31.3,66,0.474,17.7,24.4,0.728,12.8,27.3,40.2,19.4,7.3,3.8,13.4,22.2,94
10,2009-10,2,GoldenStateWarriors10,Golden State Warriors,GSW,W,82,26,240.6,40.6,86.5,0.469,7.7,20.6,0.375,32.9,65.9,0.499,19.9,25.4,0.782,9.2,29.2,38.4,22.4,9.3,4.1,14.7,23,108.8
10,2009-10,8,HoustonRockets10,Houston Rockets,HOU,W,82,42,242.7,37.7,84.4,0.447,7.9,22.4,0.351,29.9,62,0.481,19,24.7,0.772,11.8,30.1,42,21.8,7.1,3.9,14.5,20.9,102.4
10,2009-10,16,IndianaPacers10,Indiana Pacers,IND,E,82,32,240.3,36.8,83.2,0.443,8,23.1,0.348,28.8,60.1,0.479,19.1,24.6,0.775,9.6,31.9,41.5,21.1,7.1,5.4,15,22.5,100.8
10,2009-10,27,LosAngelesClippers10,Los Angeles Clippers,LAC,W,82,29,240.3,36.6,80.5,0.455,5.9,17.8,0.332,30.7,62.7,0.49,16.6,22.8,0.73,11.3,30.5,41.8,22.1,6.5,5.7,15.7,19.3,95.7
10,2009-10,12,LosAngelesLakers10,Los Angeles Lakers,LAL,W,82,57,241.8,38.3,83.8,0.457,6.5,19,0.341,31.9,64.8,0.492,18.5,24.2,0.765,11.9,32.5,44.3,21.1,7.5,4.9,13.4,19.4,101.7
10,2009-10,7,MemphisGrizzlies10,Memphis Grizzlies,MEM,W,82,40,242.7,39.3,83.8,0.469,4.2,12.4,0.337,35.1,71.4,0.492,19.7,26.9,0.733,13,30.4,43.5,18.8,7.9,4.9,15.2,20.2,102.5
10,2009-10,25,MiamiHeat10,Miami Heat,MIA,E,82,47,242.4,36.4,79.5,0.458,6,17.4,0.346,30.4,62.1,0.489,17.7,23.5,0.752,10.7,31.1,41.8,18.9,7.4,5.6,13.2,20.9,96.5
10,2009-10,23,MilwaukeeBucks10,Milwaukee Bucks,MIL,E,82,46,243.7,37.2,85.3,0.436,7.9,22.1,0.356,29.3,63.2,0.464,15.4,20.4,0.755,11.8,31.2,43,21.2,7.1,4.7,13.2,22.2,97.7
10,2009-10,20,MinnesotaTimberwolves10,Minnesota Timberwolves,MIN,W,82,15,241.2,37.9,84.4,0.449,4.9,14.4,0.341,33,70,0.471,17.5,23.5,0.746,11.7,31.2,42.9,19.8,7.3,3.7,16.3,20.7,98.2
10,2009-10,30,NewJerseyNets10,Brooklyn Nets,BRK,E,82,12,241.2,34.3,79.9,0.429,4.6,14.5,0.318,29.7,65.5,0.454,19.2,24.6,0.78,10.9,28.8,39.7,18.8,7,4.8,14.4,20,92.4
10,2009-10,17,NewOrleansHornets10,New Orleans Pelicans,NO,W,82,37,241.8,38.8,83.4,0.464,7,19.2,0.363,31.8,64.3,0.495,15.8,20.3,0.778,10.4,29.9,40.3,22.3,7.6,3.7,13.5,19.6,100.2
10,2009-10,10,NewYorkKnicks10,New York Knicks,NYK,E,82,29,242.4,38.1,83.9,0.455,9.1,26.2,0.346,29.1,57.7,0.504,16.8,21.5,0.782,10.2,30.2,40.4,21.6,7.1,3.7,14,20,102.1
10,2009-10,14,OklahomaCityThunder10,Oklahoma City Thunder,OKC,W,82,50,241.5,37.4,80.8,0.462,5.1,15,0.34,32.3,65.9,0.49,21.7,27,0.805,11.7,31.8,43.5,20,8,5.9,15,21.3,101.5
10,2009-10,6,OrlandoMagic10,Orlando Magic,ORL,E,82,59,240.6,36.6,78,0.47,10.3,27.3,0.375,26.4,50.6,0.521,19.2,26.5,0.724,9.9,33.4,43.2,19.7,6.2,5.6,14.1,19.9,102.8
10,2009-10,22,Philadelphia76ers10,Philadelphia 76ers,PHI,E,82,27,241.5,37.6,81.8,0.46,5.8,16.8,0.343,31.9,64.9,0.491,16.7,22,0.756,11.5,29.5,41,21,8.1,5.4,14.5,20.5,97.7
10,2009-10,1,PhoenixSuns10,Phoenix Suns,PHO,W,82,54,240.6,40.7,82.8,0.492,8.9,21.6,0.412,31.8,61.2,0.52,19.9,25.8,0.77,11.1,31.9,43,23.3,5.8,5.1,14.8,20.9,110.2
10,2009-10,21,PortlandTrailBlazers10,Portland Trail Blazers,POR,W,82,50,242.1,36.3,78.7,0.461,6,16.9,0.354,30.3,61.8,0.49,19.6,24.8,0.79,11.1,29.1,40.2,20.4,6.4,4.3,12.3,20.9,98.1
10,2009-10,18,SacramentoKings10,Sacramento Kings,SAC,W,82,25,242.4,38.3,84.1,0.456,5.9,16.9,0.349,32.5,67.2,0.483,17.4,24,0.726,11.9,30.7,42.6,20.5,6.9,4.5,15,22.3,100
10,2009-10,15,SanAntonioSpurs10,San Antonio Spurs,SA,W,82,50,241.2,38.4,81.2,0.473,6.8,18.9,0.358,31.7,62.3,0.508,17.8,24,0.74,10.8,32,42.8,22.3,6.3,4.6,13.6,20.4,101.4
10,2009-10,5,TorontoRaptors10,Toronto Raptors,TOR,E,82,40,241.2,39,80.9,0.482,6.3,17,0.371,32.7,63.8,0.512,19.7,25.8,0.764,9.8,30.6,40.4,22,5.7,4.7,13.4,22.2,104.1
10,2009-10,4,UtahJazz10,Utah Jazz,UTA,W,82,53,240.9,39.4,80.2,0.491,5.4,14.7,0.364,34,65.5,0.519,20.2,27.2,0.741,10.6,31.6,42.2,26.7,8.2,4.9,15.2,22.7,104.2
10,2009-10,26,WashingtonWizards10,Washington Wizards,WAS,E,82,26,241.8,36.7,81.7,0.449,5.3,14.9,0.353,31.4,66.8,0.471,17.6,23.1,0.762,11.8,30,41.8,19,6,5.1,14.9,21.4,96.2
9,2008-09,19,AtlantaHawks09,Atlanta Hawks,ATL,E,82,47,240.3,36,78.7,0.458,7.3,19.9,0.366,28.8,58.8,0.49,18.7,25.4,0.737,10.6,29.4,40,20.2,7.4,4.6,12.8,19.6,98.1
9,2008-09,11,BostonCeltics09,Boston Celtics,BOS,E,82,62,242.4,37.5,77.2,0.486,6.6,16.5,0.397,30.9,60.7,0.51,19.4,25.3,0.765,10.6,31.5,42.1,22.7,7.6,4.7,15.6,23.1,100.9
9,2008-09,30,CharlotteBobcats09,Charlotte Hornets,CHA,E,82,35,243,35,76.8,0.455,6,16.3,0.366,29,60.5,0.479,17.7,24,0.74,10.8,28.9,39.7,21.2,7.1,4.8,15.6,21.4,93.6
9,2008-09,8,ChicagoBulls09,Chicago Bulls,CHI,E,82,41,243,38.1,83.5,0.457,6,15.8,0.381,32.1,67.7,0.474,19.9,25,0.796,11.8,30.3,42.1,21.1,7.5,5.5,14.5,20.8,102.2
9,2008-09,13,ClevelandCavaliers09,Cleveland Cavaliers,CLE,E,82,66,241.2,36.9,78.7,0.468,8,20.4,0.393,28.9,58.3,0.495,18.6,24.5,0.757,10.8,31.4,42.2,20.3,7.2,5.3,12.7,20.3,100.3
9,2008-09,9,DallasMavericks09,Dallas Mavericks,DAL,W,82,50,241.5,38.1,82.6,0.462,7,19.9,0.35,31.2,62.7,0.498,18.5,22.6,0.819,11.1,31.6,42.7,21.7,7.2,5.2,12.7,19.5,101.7
9,2008-09,6,DenverNuggets09,Denver Nuggets,DEN,W,82,54,240.6,37.3,79.4,0.47,6.7,18,0.371,30.6,61.4,0.499,23.1,30.3,0.76,11,30.6,41.6,22.2,8.7,6,15.3,22.9,104.3
9,2008-09,28,DetroitPistons09,Detroit Pistons,DET,E,82,39,242.7,36.4,80,0.454,4.6,13.2,0.349,31.8,66.8,0.475,16.9,22.5,0.751,11.6,29.9,41.4,20.6,6,4.6,11.9,20.9,94.2
9,2008-09,2,GoldenStateWarriors09,Golden State Warriors,GSW,W,82,29,242.4,39.4,86,0.458,6.7,18,0.373,32.7,68,0.48,23.1,29.2,0.791,11.6,30.4,42,20.9,7.8,6.4,14.6,22.5,108.6
9,2008-09,17,HoustonRockets09,Houston Rockets,HOU,W,82,53,241.5,36.1,79.6,0.453,7.6,20.2,0.375,28.5,59.4,0.48,18.7,23.2,0.805,10.5,32.5,43,20.3,6.7,4.3,14.1,18.9,98.4
9,2008-09,5,IndianaPacers09,Indiana Pacers,IND,E,82,36,241.8,39.3,86.3,0.455,8,21,0.378,31.3,65.3,0.48,18.6,23,0.807,11.3,32.5,43.7,21.6,7,5.3,14.5,23.1,105.1
9,2008-09,27,LosAngelesClippers09,Los Angeles Clippers,LAC,W,82,19,242.4,36,81.7,0.441,6.5,18.5,0.354,29.5,63.2,0.467,16.5,22.4,0.736,10.9,29,39.8,21,7,5.9,14.9,20.1,95.1
9,2008-09,3,LosAngelesLakers09,Los Angeles Lakers,LAL,W,82,65,241.2,40.3,85.1,0.474,6.7,18.5,0.361,33.7,66.6,0.505,19.6,25.5,0.77,12.4,31.5,43.9,23.3,8.8,5.1,13.5,20.7,106.9
9,2008-09,29,MemphisGrizzlies09,Memphis Grizzlies,MEM,W,82,24,241.5,34.9,77,0.454,4.9,13.5,0.36,30.1,63.5,0.474,19.1,25.3,0.756,10.3,28.5,38.8,17.4,7.5,4.7,15.3,21.7,93.9
9,2008-09,18,MiamiHeat09,Miami Heat,MIA,E,82,43,243.4,37,81,0.457,7.1,19.9,0.357,29.9,61.2,0.489,17.2,22.8,0.754,10.1,29.4,39.5,20.4,7.9,5.5,12.5,20.7,98.3
9,2008-09,15,MilwaukeeBucks09,Milwaukee Bucks,MIL,E,82,34,241.2,36.7,82.4,0.445,6.2,17.2,0.363,30.5,65.2,0.467,19.7,25.2,0.78,11.9,28.9,40.7,22,7.4,3.8,14.1,24.2,99.3
9,2008-09,21,MinnesotaTimberwolves09,Minnesota Timberwolves,MIN,W,82,24,241.5,36.4,82.5,0.441,6.6,18.8,0.353,29.8,63.7,0.467,18.3,23.9,0.769,11.9,29.8,41.7,20.4,6.2,3.9,14.2,21.8,97.8
9,2008-09,20,NewJerseyNets09,Brooklyn Nets,BRK,E,82,34,241.8,35.7,79.7,0.448,8,21.2,0.376,27.7,58.5,0.473,18.8,24.1,0.779,10.4,29.5,39.8,20,6.8,4.8,13.1,22.4,98.1
9,2008-09,26,NewOrleansHornets09,New Orleans Pelicans,NO,W,82,49,240.9,35.5,77.6,0.457,6.8,18.6,0.364,28.7,59,0.487,18,22.4,0.807,9.8,29.9,39.7,19.6,7.2,4.1,12.5,20.3,95.8
9,2008-09,4,NewYorkKnicks09,New York Knicks,NYK,E,82,32,241.5,38.5,86.5,0.445,10,27.9,0.36,28.5,58.6,0.486,18.2,23.2,0.784,11.1,31,42.1,21.2,7.4,2.5,14.3,20.4,105.2
9,2008-09,24,OklahomaCityThunder09,Oklahoma City Thunder,OKC,W,82,23,241.5,36.6,81.9,0.447,4,11.6,0.346,32.6,70.3,0.463,19.8,25.2,0.786,12.2,30.5,42.6,20.3,7.4,4.5,16.2,20.2,97
9,2008-09,10,OrlandoMagic09,Orlando Magic,ORL,E,82,59,240.6,35.7,78.2,0.457,10,26.2,0.381,25.8,52.1,0.495,19.6,27.5,0.715,10,33.3,43.3,19.4,7,5.4,13.9,20.3,101
9,2008-09,22,Philadelphia76ers09,Philadelphia 76ers,PHI,E,82,41,240.9,36.5,79.7,0.459,4.2,13.1,0.318,32.4,66.6,0.486,20.1,27,0.745,12.7,28.5,41.2,20.1,8,5.1,14.1,20.1,97.4
9,2008-09,1,PhoenixSuns09,Phoenix Suns,PHO,W,82,46,240.9,41.1,81.6,0.504,6.7,17.6,0.383,34.4,64,0.537,20.4,27.5,0.744,11,30.7,41.7,23.2,7.2,5.1,15.7,20.6,109.4
9,2008-09,14,PortlandTrailBlazers09,Portland Trail Blazers,POR,W,82,54,241.8,36.8,79.2,0.465,7.3,19,0.383,29.5,60.2,0.49,18.5,24.2,0.765,12.9,28.8,41.7,20.3,6.7,4.9,12.9,20.4,99.4
9,2008-09,12,SacramentoKings09,Sacramento Kings,SAC,W,82,17,242.7,36.5,81.5,0.447,7.1,19.4,0.368,29.3,62.1,0.472,20.5,25.7,0.798,10.2,28.9,39.1,19.7,6.9,4.3,15.4,23.3,100.6
9,2008-09,23,SanAntonioSpurs09,San Antonio Spurs,SA,W,82,54,242.7,37.1,79.7,0.466,7.6,19.8,0.386,29.5,59.9,0.492,15.2,20,0.761,8.9,32.2,41,21.2,5.8,4,11.7,18.9,97
9,2008-09,16,TorontoRaptors09,Toronto Raptors,TOR,E,82,33,241.5,37.2,81.4,0.458,5.8,15.7,0.372,31.4,65.7,0.478,18.7,22.7,0.824,9.8,30.6,40.4,22.4,6.4,4.8,13.4,19.4,99
9,2008-09,7,UtahJazz09,Utah Jazz,UTA,W,82,48,242.4,38.3,80.8,0.475,4.8,13.7,0.349,33.5,67.1,0.5,22.1,28.7,0.771,11.5,29.5,41,24.7,8.8,4.6,14.8,22.3,103.6
9,2008-09,25,WashingtonWizards09,Washington Wizards,WAS,E,82,19,240.3,36.5,81.2,0.45,4.8,14.6,0.33,31.7,66.5,0.476,18.2,23.8,0.767,11.7,28.4,40.1,20,7.5,4.5,14,20.5,96.1
